id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
159,,Rue de Chassart,38.0,1495.0,Marbais,Brabant Wallon,,,,,"38.0 Rue de Chassart, Marbais, Brabant Wallon, Belgium 1495",50.52931,4.5204811
160,,Squaire Marie-Curie,40.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,"40.0 Squaire Marie-Curie, Bruxelles, Bruxelles-Brussel, Belgium 1070",50.821763,4.2850474
161,,Rue Osseghem,53.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,"53.0 Rue Osseghem, Bruxelles, Bruxelles-Brussel, Belgium 1080",50.8542413,4.3180183
162,,Industriepark Nederwest Oost,,9400.0,Meerbeke,Oost-Vlaanderen,,,,," Industriepark Nederwest Oost, Meerbeke, Oost-Vlaanderen, Belgium 9400",50.8238384,4.0407347
163,,Broekaai ,13.0,1731.0,Zellik,Vlaams-Brabant,,,,,"13.0 Broekaai , Zellik, Vlaams-Brabant, Belgium 1731",50.88449,4.27401
164,,AVenue Herman Debroux,42.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,"42.0 AVenue Herman Debroux, Bruxelles, Bruxelles-Brussel, Belgium 1160",50.8127249,4.430998
165,,Rue des Pieds d Alouettes,12.0,5100.0,Naninne,Namur,,,,,"12.0 Rue des Pieds d Alouettes, Naninne, Namur, Belgium 5100",50.4255793,4.925424
166,,Laarstraat,16.0,2610.0,Wilrijk,Antwerpen,,,,,"16.0 Laarstraat, Wilrijk, Antwerpen, Belgium 2610",51.1758414,4.3961602
167,,Route de Glons,1.0,4452.0,Paifve,Liège,,,,,"1.0 Route de Glons, Paifve, Liège, Belgium 4452",50.7330112,5.5244842
168,,Boomsestwg,957.0,,,,,,,,"957.0 Boomsestwg, None, None, Belgium ",50.503887,4.469936
169,,Nieuwevaart,51.0,9000.0,Gent,Oost-Vlaanderen,,N,,,"51.0 Nieuwevaart, Gent, Oost-Vlaanderen, Belgium 9000",51.0666491,3.7144627
170,,Allée du Bol d Air,13.0,4317.0,Angleur,Liège,,,,,"13.0 Allée du Bol d Air, Angleur, Liège, Belgium 4317",50.579098,5.5510966
171,,Nijverheidsstraat,7.0,2260.0,Westerlo,Antwerpen,,Y,,,"7.0 Nijverheidsstraat, Westerlo, Antwerpen, Belgium 2260",51.1401185,4.9156547
172,,Boomsestweg,957.0,2610.0,Wilrijk,Antwerpen,,,,,"957.0 Boomsestweg, Wilrijk, Antwerpen, Belgium 2610",51.1683102,4.3942868
173,,Ingberthoeveweg ,7.0,2630.0,Aartselaar,Antwerpen,,,,,"7.0 Ingberthoeveweg , Aartselaar, Antwerpen, Belgium 2630",51.148354,4.3959671
174,,Boomsestwg.,957.0,2610.0,Wilrijk,Antwerpen,,,,,"957.0 Boomsestwg., Wilrijk, Antwerpen, Belgium 2610",51.1655137,4.3859424
175,,Boomsestwg. ,957.0,2610.0,Wilrijk,Antwerpen,,,,,"957.0 Boomsestwg. , Wilrijk, Antwerpen, Belgium 2610",51.1655137,4.3859424
176,,Weg nr. Bre,2.0,3660.0,Opglabbeek,Limburg,,,,,"2.0 Weg nr. Bre, Opglabbeek, Limburg, Belgium 3660",51.0528091,5.5862355
177,,Klaproosstraat ,12.0,2340.0,Beerse,Antwerpen,,,,,"12.0 Klaproosstraat , Beerse, Antwerpen, Belgium 2340",51.3262301,4.8661835
178,,Herbesthalerstrasse,325.0,4700.0,Eupen,Liège,,,,,"325.0 Herbesthalerstrasse, Eupen, Liège, Belgium 4700",50.6405539,6.0144068
179,,Bld. Du Souverain,25.0,1170.0,Bruxelles,Bruxelles-Brussel,,,,,"25.0 Bld. Du Souverain, Bruxelles, Bruxelles-Brussel, Belgium 1170",50.8057269,4.4266179
180,,Grotesteenweg,214.0,2600.0,Berchem,Antwerpen,,,,,"214.0 Grotesteenweg, Berchem, Antwerpen, Belgium 2600",51.1878683,4.4272324
181,,Rue du Trône ,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"1.0 Rue du Trône , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8365145,4.3706329
182,,Av. Marcel Thiry,208.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,"208.0 Av. Marcel Thiry, Bruxelles, Bruxelles-Brussel, Belgium 1200",50.8566024,4.4326714
183,,Site Philips - Ubicenter,208.0,3000.0,Leuven,Vlaams-Brabant,,,,,"208.0 Site Philips - Ubicenter, Leuven, Vlaams-Brabant, Belgium 3000",50.8670637,4.7127525
184,,Grote Steenweg ,214.0,2600.0,Berchem,Antwerpen,,,,,"214.0 Grote Steenweg , Berchem, Antwerpen, Belgium 2600",51.1878683,4.4272324
185,,Oktrooiplein ,1.0,9000.0,Gent,Oost-Vlaanderen,,,,,"1.0 Oktrooiplein , Gent, Oost-Vlaanderen, Belgium 9000",51.0566325,3.738419
186,,Rue Joffre ,12.0,4000.0,Liège,Liège,,,,,"12.0 Rue Joffre , Liège, Liège, Belgium 4000",50.6442185,5.5721817
187,,Blvd. Audent,,4000.0,Liège,Liège,,,,," Blvd. Audent, Liège, Liège, Belgium 4000",50.644459,5.5655389
188,,Rue d Othée,214.0,4432.0,Alleur,Liège,,,,,"214.0 Rue d Othée, Alleur, Liège, Belgium 4432",50.6654865,5.5304811
189,,Ch. de mariemon,100.0,7140.0,Morlanwelz,Hainaut,,,,,"100.0 Ch. de mariemon, Morlanwelz, Hainaut, Belgium 7140",50.4617936,4.2335352
190,,Rue Ducale,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"1.0 Rue Ducale, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8445778,4.3660574
191,,Av. de la Couronne,6.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,"6.0 Av. de la Couronne, Bruxelles, Bruxelles-Brussel, Belgium 1050",50.8244627,4.3855985
192,,Leuvensesteenweg ,5.0,3080.0,Tervuren,Vlaams-Brabant,,,,,"5.0 Leuvensesteenweg , Tervuren, Vlaams-Brabant, Belgium 3080",50.8354943,4.5347508
193,,Boechhoutlaan,55.0,1853.0,Strombeek-Bever,Vlaams-Brabant,U gebouw achteraan onze site – koffie area – re tegen de muur,,,,"55.0 Boechhoutlaan, Strombeek-Bever, Vlaams-Brabant, Belgium 1853",50.9083671,4.3398332
194,,Temselaan,100.0,1853.0,Strombeek-Bever,Vlaams-Brabant,,,,,"100.0 Temselaan, Strombeek-Bever, Vlaams-Brabant, Belgium 1853",50.9031431,4.342614
195,,Rue Maestricht,,4651.0,Battice,Liège,,,,," Rue Maestricht, Battice, Liège, Belgium 4651",50.6610407,5.7862934
196,,Nijverheidsstraat,9.0,2260.0,OEVEL,Antwerpen,,Y,,,"9.0 Nijverheidsstraat, OEVEL, Antwerpen, Belgium 2260",51.1401185,4.9156547
197,,Lieven Bauwensstraa,16.0,8200.0,Brugge,West-Vlaanderen,,,,,"16.0 Lieven Bauwensstraa, Brugge, West-Vlaanderen, Belgium 8200",51.1881666,3.1980587
198,,Wilrijkstraat,8.0,2650.0,Edegem,Antwerpen,,,,,"8.0 Wilrijkstraat, Edegem, Antwerpen, Belgium 2650",51.1577113,4.4145674
199,,Schiepse Bo,4.0,3600.0,Genk,Limburg,,,,,"4.0 Schiepse Bo, Genk, Limburg, Belgium 3600",50.9623713,5.4664563
200,,Boomkensstraat,303.0,3500.0,Hasselt,Limburg,,,,,"303.0 Boomkensstraat, Hasselt, Limburg, Belgium 3500",50.9225396,5.3296581
201,,Grote Markt,,8900.0,Ieper,West-Vlaanderen,,,,," Grote Markt, Ieper, West-Vlaanderen, Belgium 8900",50.8510787,2.8867695
202,,Leopold III-laan,,8900.0,Ieper,West-Vlaanderen,,,,," Leopold III-laan, Ieper, West-Vlaanderen, Belgium 8900",50.8466147,2.8935223
203,,Laarbeeklaan,105.0,1090.0,Brussel,Bruxelles-Brussel,,,,,"105.0 Laarbeeklaan, Brussel, Bruxelles-Brussel, Belgium 1090",50.8857069,4.3140194
204,,Herestraat,19.0,3000.0,Leuven,Vlaams-Brabant,,,,,"19.0 Herestraat, Leuven, Vlaams-Brabant, Belgium 3000",50.8789643,4.6771965
205,,Motstraat,40.0,2800.0,Mechelen,Antwerpen,,,,,"40.0 Motstraat, Mechelen, Antwerpen, Belgium 2800",51.0144121,4.4919669
206,,Dirk Martensstraat,11.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,"11.0 Dirk Martensstraat, Sint-Andries, West-Vlaanderen, Belgium 8200",51.2099776,3.1976347
207,,A. Van Dijckstraat,10.0,2300.0,Turnhout,Antwerpen,,,,,"10.0 A. Van Dijckstraat, Turnhout, Antwerpen, Belgium 2300",51.33771910000001,4.9344756
208,,Rue De La Carbo,,7333.0,Tertre,Hainaut,,,,," Rue De La Carbo, Tertre, Hainaut, Belgium 7333",50.4777273,3.8063114
209,,Chaussée du Tubize ,297.0,1420.0,Braine-l Alleud,Brabant Wallon,,,,,"297.0 Chaussée du Tubize , Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6938768,4.3329478
210,,Boulevard Industriel,96.0,7700.0,Mouscron,Hainaut,,,,,"96.0 Boulevard Industriel, Mouscron, Hainaut, Belgium 7700",50.7484948,3.2456971
211,,Rue de l Industrie,44.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,"44.0 Rue de l Industrie, Bruxelles, Bruxelles-Brussel, Belgium 1040",50.8422361,4.3698809
212,,Rue Royale ,100.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"100.0 Rue Royale , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8503534,4.3641739
213,,Rue de la Papeterie,,6760.0,Virton,Luxembourg,,,,," Rue de la Papeterie, Virton, Luxembourg, Belgium 6760",49.556564,5.5112138
214,,Avenue de la Joyeuse Entrée,,1040.0,Bruxelles,Bruxelles-Brussel,,Y,,," Avenue de la Joyeuse Entrée, Bruxelles, Bruxelles-Brussel, Belgium 1040",50.8421969,4.3862505
215,,Dorpsstraat,15.0,3910.0,Neerpelt,Limburg,,,,,"15.0 Dorpsstraat, Neerpelt, Limburg, Belgium 3910",51.2267185,5.485717
216,,Toekomstlaan,,3910.0,Neerpelt,Limburg,,,,," Toekomstlaan, Neerpelt, Limburg, Belgium 3910",51.2320141,5.4248886
217,,Grote Heide ,14.0,3910.0,Neerpelt,Limburg,,,,,"14.0 Grote Heide , Neerpelt, Limburg, Belgium 3910",51.2590747,5.4372306
218,,Herent,139.0,3910.0,Neerpelt,Limburg,,,,,"139.0 Herent, Neerpelt, Limburg, Belgium 3910",51.20016,5.44198
219,,Rue de Trèves ,82.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,"82.0 Rue de Trèves , Bruxelles, Bruxelles-Brussel, Belgium 1040",50.8422371,4.3747611
220,,Av. Salomé,2.0,1150.0,Bruxelles,Bruxelles-Brussel,,Y,,,"2.0 Av. Salomé, Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8326219,4.4564887
221,,Groot Begijnhof,14.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"14.0 Groot Begijnhof, Leuven, Vlaams-Brabant, Belgium 3000",50.8717337,4.697392199999999
222,,Ottergemsesteenweg,413.0,9000.0,Gent,Oost-Vlaanderen,,,,,"413.0 Ottergemsesteenweg, Gent, Oost-Vlaanderen, Belgium 9000",51.0265987,3.733343
223,,Albrechtlaan,117.0,9300.0,Aalst,Oost-Vlaanderen,,,,,"117.0 Albrechtlaan, Aalst, Oost-Vlaanderen, Belgium 9300",50.9372514,4.0543804
224,,Zone Industrielle C ,,7181.0,Feluy,Hainaut,,,,," Zone Industrielle C , Feluy, Hainaut, Belgium 7181",50.562207,4.250265
225,,Rue de l Industrie ,4.0,1400.0,Nivelles,Brabant Wallon,,,,,"4.0 Rue de l Industrie , Nivelles, Brabant Wallon, Belgium 1400",50.5878535,4.3564561
226,,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,"23.0 St. Pietersnieuwstraat , Gent, Oost-Vlaanderen, Belgium 9000",51.046071,3.7268916
227,,Boulevard de la Woluwe,58.0,1200.0,Bruxelles,Bruxelles-Brussel,,Y,,,"58.0 Boulevard de la Woluwe, Bruxelles, Bruxelles-Brussel, Belgium 1200",50.838383,4.4350124
228,,Bomastraat,10.0,9000.0,Gent,Oost-Vlaanderen,,,,,"10.0 Bomastraat, Gent, Oost-Vlaanderen, Belgium 9000",51.0616867,3.7316587
229,,Belgiëlei,34.0,2018.0,Antwerpen,Antwerpen,,,,,"34.0 Belgiëlei, Antwerpen, Antwerpen, Belgium 2018",51.2053497,4.4175914
230,,Havenlaan,7.0,3980.0,Tessenderlo,Limburg,,N,,,"7.0 Havenlaan, Tessenderlo, Limburg, Belgium 3980",51.069454,5.1577662
231,,Rue de la Providence ,114.0,6030.0,Marchienne-au-Pont,Hainaut,,Y,,,"114.0 Rue de la Providence , Marchienne-au-Pont, Hainaut, Belgium 6030",50.413006,4.4045696
232,,Place de l Accueil,10.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,"10.0 Place de l Accueil, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.670443,4.6161039
233,,Weiveldlaan,19.0,1930.0,Zaventem,Vlaams-Brabant,,,,,"19.0 Weiveldlaan, Zaventem, Vlaams-Brabant, Belgium 1930",50.8697359,4.496495
234,,Désiré Delcroixstraat,,9800.0,Deinze,Oost-Vlaanderen,,,,," Désiré Delcroixstraat, Deinze, Oost-Vlaanderen, Belgium 9800",50.985274,3.5389584
235,,Rue G. D Orange,168.0,4100.0,Seraing,Liège,,,,,"168.0 Rue G. D Orange, Seraing, Liège, Belgium 4100",50.5974128,5.5301873
236,,Onder den toren  ,5.0,2800.0,Mechelen,Antwerpen,,,,,"5.0 Onder den toren  , Mechelen, Antwerpen, Belgium 2800",51.0286956,4.4781156
237,,Quai de Willebroeck,35.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"35.0 Quai de Willebroeck, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8623387,4.3521206
238,,Koning Albert I  laan  ,8.0,8200.0,Brugge,West-Vlaanderen,,Y,,,"8.0 Koning Albert I  laan  , Brugge, West-Vlaanderen, Belgium 8200",51.1849389,3.207812
239,,Boudewijnstraat,4.0,2280.0,Grobbendonk,Antwerpen,,,,,"4.0 Boudewijnstraat, Grobbendonk, Antwerpen, Belgium 2280",51.1894064,4.738653
240,,Molendreef ,8.0,2280.0,Grobbendonk,Antwerpen,,Y,,,"8.0 Molendreef , Grobbendonk, Antwerpen, Belgium 2280",51.1632537,4.7457069
241,,Boulevard Roi Albert II ,,1210.0,Bruxelles,Bruxelles-Brussel,,,,," Boulevard Roi Albert II , Bruxelles, Bruxelles-Brussel, Belgium 1210",50.8580726,4.3559479
242,,Karmelietenstraat,15.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"15.0 Karmelietenstraat, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8400335,4.3582917
243,,Kleine Zavel ,8.0,1000.0,Brussel,Bruxelles-Brussel,,,,,"8.0 Kleine Zavel , Brussel, Bruxelles-Brussel, Belgium 1000",50.83976699999999,4.355893
244,,Karmelietenstraat,,1000.0,Brussel,Bruxelles-Brussel,,,,," Karmelietenstraat, Brussel, Bruxelles-Brussel, Belgium 1000",50.8400335,4.3582917
245,,Place de l Université ,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,"1.0 Place de l Université , Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6699575,4.6155173
246,,Daelemveld ,1002.0,3540.0,Herk-de-Stad,Limburg,,Y,,,"1002.0 Daelemveld , Herk-de-Stad, Limburg, Belgium 3540",50.9483127,5.1625252
247,,Avenue Charles Thielemans,93.0,1150.0,Bruxelles,Bruxelles-Brussel,,,,,"93.0 Avenue Charles Thielemans, Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8367584,4.4280819
248,,Kallo 3 ,3.0,9130.0,Kallo,Oost-Vlaanderen,,Y,,,"3.0 Kallo 3 , Kallo, Oost-Vlaanderen, Belgium 9130",51.2526476,4.278681199999999
249,,Nijverheidsstraat,15.0,2260.0,Oevel,Antwerpen,,Y,,,"15.0 Nijverheidsstraat, Oevel, Antwerpen, Belgium 2260",51.1401185,4.9156547
250,,Nijverheidsstraat,15.0,2260.0,OEVEL,Antwerpen,,Y,,,"15.0 Nijverheidsstraat, OEVEL, Antwerpen, Belgium 2260",51.1401185,4.9156547
251,,Onkerzelestraat,280.0,9500.0,Geraardsbergen,Oost-Vlaanderen,,Y,,,"280.0 Onkerzelestraat, Geraardsbergen, Oost-Vlaanderen, Belgium 9500",50.782612,3.911492
252,,Parc Industriel,,4300.0,Waremme,Liège,,Y,,," Parc Industriel, Waremme, Liège, Belgium 4300",50.6900819,5.2760267
253,,Chaussée Romaine,176.0,4300.0,WAREMME,Liège,,Y,,,"176.0 Chaussée Romaine, WAREMME, Liège, Belgium 4300",50.6988226,5.2815773
254,,Stadsplein,1.0,3600.0,Genk,Limburg,,,,,"1.0 Stadsplein, Genk, Limburg, Belgium 3600",50.9657205,5.496001
255,,Markt Z/N ,,3980.0,Tessenderlo,Limburg,,Y,,," Markt Z/N , Tessenderlo, Limburg, Belgium 3980",51.0680285,5.0883623
256,,p.a. Markt,21.0,9800.0,Deinze,Oost-Vlaanderen,,,,,"21.0 p.a. Markt, Deinze, Oost-Vlaanderen, Belgium 9800",50.9852391,3.5259778
257,,Avenue de l Industrie,1.0,4500.0,Tihange,Liège,,,,,"1.0 Avenue de l Industrie, Tihange, Liège, Belgium 4500",50.5313735,5.2797855
258,,Avenue de l industrie ,1.0,4500.0,Tihange,Liège,,,,,"1.0 Avenue de l industrie , Tihange, Liège, Belgium 4500",50.5313735,5.2797855
259,,Avenue de l Industrie ,1.0,4500.0,Tihange,Liège,,,,,"1.0 Avenue de l Industrie , Tihange, Liège, Belgium 4500",50.5313735,5.2797855
260,,Av. De L Industrie,1.0,4500.0,Tihange,Liège,,,,,"1.0 Av. De L Industrie, Tihange, Liège, Belgium 4500",50.5313735,5.2797855
261,,Leonardo Da Vincilaan,4.0,1831.0,Diegem,Vlaams-Brabant,,,,,"4.0 Leonardo Da Vincilaan, Diegem, Vlaams-Brabant, Belgium 1831",50.8905844,4.4578586
262,,Chaussée de Mons,,7180.0,Seneffe,Hainaut,,,,," Chaussée de Mons, Seneffe, Hainaut, Belgium 7180",50.5207148,4.2503434
263,,Waalstraat,18.0,9870.0,Zulte,Oost-Vlaanderen,,,,,"18.0 Waalstraat, Zulte, Oost-Vlaanderen, Belgium 9870",50.9152387,3.4586492
264,,Rue du Travail 63,63.0,7000.0,Mons,Hainaut,,N,,,"63.0 Rue du Travail 63, Mons, Hainaut, Belgium 7000",50.4466723,3.9368853
265,,Avenue Louise 480 ,480.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,"480.0 Avenue Louise 480 , Bruxelles, Bruxelles-Brussel, Belgium 1050",50.8171763,4.3723785
266,,Sporthalstraat,12.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,"12.0 Sporthalstraat, Tienen, Vlaams-Brabant, Belgium 3300",50.8198275,4.944348
267,,Reizegersstraat,81.0,3300.0,TIENEN,Vlaams-Brabant,,Y,,,"81.0 Reizegersstraat, TIENEN, Vlaams-Brabant, Belgium 3300",50.8029475,4.9427881
268,,Rue Laid Burniat,5.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,"5.0 Rue Laid Burniat, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6641533,4.6345853
269,,Rue du Panorama,57.0,4801.0,Stembert,Liège,,,,,"57.0 Rue du Panorama, Stembert, Liège, Belgium 4801",50.5896024,5.882936
270,,Rue du Châtelet,266.0,6030.0,MARCHIENNE-AU-PONT,Hainaut,,,,,"266.0 Rue du Châtelet, MARCHIENNE-AU-PONT, Hainaut, Belgium 6030",50.4062906,4.408139
271,,Rue du Châtelet ,266.0,6030.0,MARCHIENNE-AU-PONT,Hainaut,,,,,"266.0 Rue du Châtelet , MARCHIENNE-AU-PONT, Hainaut, Belgium 6030",50.4062906,4.408139
272,,Koning Albertlaan ,1.0,9840.0,De,Oost-Vlaanderen,,Y,,,"1.0 Koning Albertlaan , De, Oost-Vlaanderen, Belgium 9840",50.9948169,3.6505589
273,,Polderbos ,20.0,9840.0,De,Oost-Vlaanderen,,Y,,,"20.0 Polderbos , De, Oost-Vlaanderen, Belgium 9840",50.9916563,3.644104
274,,Boulevard Charlemagne ,,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,," Boulevard Charlemagne , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8445152,4.3819339
275,,Avenue des Combattants,35.0,1490.0,Court-Saint-Etienne,Brabant Wallon,,,,,"35.0 Avenue des Combattants, Court-Saint-Etienne, Brabant Wallon, Belgium 1490",50.6343528,4.5383633
276,,Avenue Einstein,2.0,1300.0,Wavre,Brabant Wallon,,,,,"2.0 Avenue Einstein, Wavre, Brabant Wallon, Belgium 1300",50.7311726,4.588456
277,,Rue Armand Dewolf,2.0,1357.0,Hélécine,Brabant Wallon,,,,,"2.0 Rue Armand Dewolf, Hélécine, Brabant Wallon, Belgium 1357",50.7492855,4.9693396
278,,Chaussée de Charleroi ,110.0,1060.0,Bruxelles,Bruxelles-Brussel,,,,,"110.0 Chaussée de Charleroi , Bruxelles, Bruxelles-Brussel, Belgium 1060",50.8268062,4.3550128
279,,Rogierplein,11.0,1210.0,Brussel,Bruxelles-Brussel,,,,,"11.0 Rogierplein, Brussel, Bruxelles-Brussel, Belgium 1210",50.8559527,4.359475
280,,Galileelaan,5.0,1210.0,Brussel,Bruxelles-Brussel,,,,,"5.0 Galileelaan, Brussel, Bruxelles-Brussel, Belgium 1210",50.8527631,4.3670009
281,,Pachecolaan,44.0,1000.0,Brussel,Bruxelles-Brussel,,,,,"44.0 Pachecolaan, Brussel, Bruxelles-Brussel, Belgium 1000",50.8520424,4.3623969
282,,Rue de Bois de Four ,,6440.0,Froidchapelle,Hainaut,,,,," Rue de Bois de Four , Froidchapelle, Hainaut, Belgium 6440",50.1923643,4.3532168
283,,Rue du Stade,,6762.0,Virton,Luxembourg,,Y,,," Rue du Stade, Virton, Luxembourg, Belgium 6762",49.5619654,5.5150804
284,,A la Cour Marchal,8.0,6760.0,VIRTON,Luxembourg,,Y,,,"8.0 A la Cour Marchal, VIRTON, Luxembourg, Belgium 6760",49.5662396,5.5374165
285,,Rue Charles Magnette ,17.0,6760.0,VIRTON,Luxembourg,,Y,,,"17.0 Rue Charles Magnette , VIRTON, Luxembourg, Belgium 6760",49.5667131,5.5319768
286,,Rue Bollinckx,352.0,1190.0,Bruxelles,Bruxelles-Brussel,,Y,,,"352.0 Rue Bollinckx, Bruxelles, Bruxelles-Brussel, Belgium 1190",50.8155291,4.3066644
287,,Rue Neuve,123.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"123.0 Rue Neuve, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8527348,4.3559377
288,,Liersesteenweg,15.0,2640.0,Mortsel,Antwerpen,,,,,"15.0 Liersesteenweg, Mortsel, Antwerpen, Belgium 2640",51.1686541,4.4705622
289,,Rue Jean Etienne Lenoir,,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,," Rue Jean Etienne Lenoir, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6639013,4.6270095
290,,Philipssite,5.0,3001.0,Leuven,Vlaams-Brabant,,,,,"5.0 Philipssite, Leuven, Vlaams-Brabant, Belgium 3001",50.8680749,4.7119704
291,,Louizalaan,222.0,1050.0,Brussel,Bruxelles-Brussel,,,,,"222.0 Louizalaan, Brussel, Bruxelles-Brussel, Belgium 1050",50.824958,4.3659367
292,,Frankrijklei,79.0,2018.0,Antwerpen,Antwerpen,,,,,"79.0 Frankrijklei, Antwerpen, Antwerpen, Belgium 2018",51.2151342,4.4127668
293,,Industrieweg,150.0,3583.0,Paal,Limburg,,,,,"150.0 Industrieweg, Paal, Limburg, Belgium 3583",51.0615727,5.1546685
294,,St. Cordulastraat,,2900.0,Schoten,Antwerpen,,,,," St. Cordulastraat, Schoten, Antwerpen, Belgium 2900",51.2505979,4.4990429
295,,Spinnerijstraat,100.0,8530.0,Harelbeke,West-Vlaanderen,,Y,,,"100.0 Spinnerijstraat, Harelbeke, West-Vlaanderen, Belgium 8530",50.8297286,3.3005336
296,M5066A,Marnixlaan,13.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"13.0 Marnixlaan, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8395754,4.3645111
297,,Engeland,555.0,1180.0,Bruxelles,Bruxelles-Brussel,,,,,"555.0 Engeland, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.7829681,4.3419177
298,,Havenlaan,,1000.0,Brussel,Bruxelles-Brussel,,Y,,," Havenlaan, Brussel, Bruxelles-Brussel, Belgium 1000",50.8656898,4.3509231
299,,Ketenislaan Haven ,1500.0,9130.0,Kallo,Oost-Vlaanderen,,,,,"1500.0 Ketenislaan Haven , Kallo, Oost-Vlaanderen, Belgium 9130",51.273405,4.3038609
300,,Neerveldstraat,105.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,"105.0 Neerveldstraat, Bruxelles, Bruxelles-Brussel, Belgium 1200",50.8508384,4.4408714
301,,Hombeeksesteenweg ,323.0,2800.0,Mechelen,Antwerpen,,,,,"323.0 Hombeeksesteenweg , Mechelen, Antwerpen, Belgium 2800",51.0168688,4.4658472
302,,Eggestraat,1.0,2800.0,MECHELEN,Antwerpen,,,,,"1.0 Eggestraat, MECHELEN, Antwerpen, Belgium 2800",51.0155466,4.4649361
303,,Rue du Marquis,5.0,6220.0,Fleurus,Hainaut,,,,,"5.0 Rue du Marquis, Fleurus, Hainaut, Belgium 6220",50.4771076,4.5363885
304,,Rue du Marquis,,6220.0,Fleurus,Hainaut,,,,," Rue du Marquis, Fleurus, Hainaut, Belgium 6220",50.4771076,4.5363885
305,,Avenue du Général Jadot,11.0,1360.0,Perwez,Brabant Wallon,,Y,,,"11.0 Avenue du Général Jadot, Perwez, Brabant Wallon, Belgium 1360",50.6216383,4.806159
306,,Square de Fré ,1.0,1180.0,Bruxelles,Bruxelles-Brussel,,,,,"1.0 Square de Fré , Bruxelles, Bruxelles-Brussel, Belgium 1180",50.80517,4.348698
307,,Rue des Sables ,20.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,"20.0 Rue des Sables , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8510063,4.3598846
308,,Bourgetlaan ,42.0,1130.0,Bruxelles,Bruxelles-Brussel,,,,,"42.0 Bourgetlaan , Bruxelles, Bruxelles-Brussel, Belgium 1130",50.8774148,4.4219782
309,,Bourgetlaan,42.0,1130.0,Bruxelles,Bruxelles-Brussel,,,,,"42.0 Bourgetlaan, Bruxelles, Bruxelles-Brussel, Belgium 1130",50.8774148,4.4219782
310,,Mercuriusstraat,27.0,1930.0,Nossegem,Vlaams-Brabant,,,,,"27.0 Mercuriusstraat, Nossegem, Vlaams-Brabant, Belgium 1930",50.8736072,4.5041554
311,,Generaal Lemanstraat,69.0,2018.0,Antwerpen,Antwerpen,,,,,"69.0 Generaal Lemanstraat, Antwerpen, Antwerpen, Belgium 2018",51.1937444,4.4119655
312,,Quai des Vennes,14.0,4020.0,Liège,Liège,,,,,"14.0 Quai des Vennes, Liège, Liège, Belgium 4020",50.6162379,5.5944876
313,,Einde Were,106.0,9000.0,Gent,Oost-Vlaanderen,,,,,"106.0 Einde Were, Gent, Oost-Vlaanderen, Belgium 9000",51.0517963,3.7004794
